player_a,player_b,games,win_rate_a,draw_rate,loss_rate_a,final_elo_a,final_elo_b
UCT,MCVS,25,0.320,0.000,0.680,1071.0,1219.4
MAST,MCVS,25,0.320,0.000,0.680,1163.0,1219.4
MCVS,UCT,25,0.840,0.000,0.160,1219.4,1071.0
MCVS,MAST,25,0.760,0.000,0.240,1219.4,1163.0
MCVS,RAVE,25,0.320,0.000,0.680,1219.4,1346.6
RAVE,MCVS,25,0.720,0.000,0.280,1346.6,1219.4
