player_a,player_b,games,win_rate_a,draw_rate,loss_rate_a,final_elo_a,final_elo_b
UCT,MCVS,25,0.480,0.000,0.520,1152.0,1147.9
MAST,MCVS,25,0.400,0.000,0.600,1152.8,1147.9
MCVS,UCT,25,0.760,0.000,0.240,1147.9,1152.0
MCVS,MAST,25,0.720,0.000,0.280,1147.9,1152.8
MCVS,RAVE,25,0.280,0.000,0.720,1147.9,1347.3
RAVE,MCVS,25,0.800,0.000,0.200,1347.3,1147.9
