player_a,player_b,games,win_rate_a,draw_rate,loss_rate_a,final_elo_a,final_elo_b
UCT,MCVS,25,0.240,0.000,0.760,1079.4,1213.2
MAST,MCVS,25,0.680,0.000,0.320,1195.9,1213.2
MCVS,UCT,25,0.800,0.000,0.200,1213.2,1079.4
MCVS,MAST,25,0.920,0.000,0.080,1213.2,1195.9
MCVS,RAVE,25,0.440,0.000,0.560,1213.2,1311.5
RAVE,MCVS,25,0.600,0.000,0.400,1311.5,1213.2
