player_a,player_b,games,win_rate_a,draw_rate,loss_rate_a,final_elo_a,final_elo_b
UCT,MCVS,25,0.240,0.000,0.760,1120.6,1138.3
MAST,MCVS,25,0.440,0.000,0.560,1289.6,1138.3
MCVS,UCT,25,0.800,0.000,0.200,1138.3,1120.6
MCVS,MAST,25,0.480,0.000,0.520,1138.3,1289.6
MCVS,RAVE,25,0.240,0.000,0.760,1138.3,1251.5
RAVE,MCVS,25,0.840,0.000,0.160,1251.5,1138.3
