player_a,player_b,games,win_rate_a,draw_rate,loss_rate_a,final_elo_a,final_elo_b
UCT,MCVS,25,0.480,0.000,0.520,1166.7,1162.5
MAST,MCVS,25,0.520,0.000,0.480,1187.0,1162.5
MCVS,UCT,25,0.800,0.000,0.200,1162.5,1166.7
MCVS,MAST,25,0.640,0.000,0.360,1162.5,1187.0
MCVS,RAVE,25,0.400,0.000,0.600,1162.5,1283.9
RAVE,MCVS,25,0.920,0.000,0.080,1283.9,1162.5
