player_a,player_b,games,win_rate_a,draw_rate,loss_rate_a,final_elo_a,final_elo_b
UCT,MCVS,25,0.080,0.000,0.920,998.1,1515.5
MAST,MCVS,25,0.000,0.000,1.000,1121.2,1515.5
MCVS,UCT,25,0.960,0.000,0.040,1515.5,998.1
MCVS,MAST,25,0.880,0.000,0.120,1515.5,1121.2
MCVS,RAVE,25,0.680,0.320,0.000,1515.5,1165.2
RAVE,MCVS,25,0.000,0.120,0.880,1165.2,1515.5
